VCD info: dumpfile mips.vcd opened for output.
  cycle |  pc      |  inst    d f ra rb rd |  alu_a    alu_b   |  alu_q    ram_din | dst  reg_din
  xxxxx | xxxxxxxx | xxxxxxxx x x  x  x  x | xxxxxxxx xxxxxxxx | 00000000 xxxxxxxx |  x  xxxxxxxx
  0014a | 00400098 | 200e0001 0 0  0  0 14 | 0000003c 00000001 | 00000000 00000000 |  0  00000000
  0014b | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0014c | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0014d | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0014e | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000003c | 00000000 00000001 |  0  00000000
  0014f | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000001e 0000003c |  0  00000000
  00150 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000000c | 00000000 00000000 | 12  0000001e
  00151 | 00400090 | 00000000 0 0  0  0  0 | 0000001e fffffff8 | 00000018 0000000c |  0  00000000
  00152 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000018
  00153 | 00400098 | 200e0001 0 0  0  0 14 | 0000001e 00000001 | 00000000 00000000 |  0  00000000
  00154 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00155 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00156 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00157 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000001e | 00000000 00000001 |  0  00000000
  00158 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000000f 0000001e |  0  00000000
  00159 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000018 | 00000000 00000000 | 12  0000000f
  0015a | 00400090 | 00000000 0 0  0  0  0 | 0000000f fffffff8 | 00000030 00000018 |  0  00000000
  0015b | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000030
  0015c | 00400098 | 200e0001 0 0  0  0 14 | 0000000f 00000001 | 00000000 00000000 |  0  00000000
  0015d | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0015e | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0015f | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00160 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000000f | 00000000 00000001 |  0  00000000
  00161 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000030 | 00000007 0000000f |  0  00000000
  00162 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000030 00000030 | 12  00000007
  00163 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000030 | 00000000 00000000 |  9  00000030
  00164 | 00400090 | 00000000 0 0  0  0  0 | 00000007 fffffff8 | 00000060 00000030 |  0  00000000
  00165 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000060
  00166 | 00400098 | 200e0001 0 0  0  0 14 | 00000007 00000001 | 00000000 00000000 |  0  00000000
  00167 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00168 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00169 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0016a | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000007 | 00000000 00000001 |  0  00000000
  0016b | 004000a8 | 08100022 0 0  0  0  0 | 00000030 00000060 | 00000003 00000007 |  0  00000000
  0016c | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000090 00000060 | 12  00000003
  0016d | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000060 | 00000000 00000000 |  9  00000090
  0016e | 00400090 | 00000000 0 0  0  0  0 | 00000003 fffffff8 | 000000c0 00000060 |  0  00000000
  0016f | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000000c0
  00170 | 00400098 | 200e0001 0 0  0  0 14 | 00000003 00000001 | 00000000 00000000 |  0  00000000
  00171 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00172 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00173 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00174 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000003 | 00000000 00000001 |  0  00000000
  00175 | 004000a8 | 08100022 0 0  0  0  0 | 00000090 000000c0 | 00000001 00000003 |  0  00000000
  00176 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000150 000000c0 | 12  00000001
  00177 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000000c0 | 00000000 00000000 |  9  00000150
  00178 | 00400090 | 00000000 0 0  0  0  0 | 00000001 fffffff8 | 00000180 000000c0 |  0  00000000
  00179 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000180
  0017a | 00400098 | 200e0001 0 0  0  0 14 | 00000001 00000001 | 00000000 00000000 |  0  00000000
  0017b | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0017c | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0017d | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0017e | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000001 | 00000000 00000001 |  0  00000000
  0017f | 004000a8 | 08100022 0 0  0  0  0 | 00000150 00000180 | 00000000 00000001 |  0  00000000
  00180 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000002d0 00000180 | 12  00000000
  00181 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000180 | 00000000 00000000 |  9  000002d0
  00182 | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 00000300 00000180 |  0  00000000
  00183 | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  00000300
  00184 | 00400074 | 8fb00000 0 0 29  0 16 | 10017fbc 00000004 | 00000000 00000000 |  0  00000000
  00185 | 00400078 | 03e00008 1 0 31  0  0 | 10017fbc 00000000 | 10017fc0 00000000 |  0  00000000
  00186 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017fbc 00000000 | 31  00400064
  00187 | 00400064 | 23bd0008 0 0 29  0 29 | 00400064 00000000 | 00000000 00000000 | 16  00000007
  00188 | 00400068 | 0810001f 0 0  0  0  0 | 10017fbc 00000008 | 00000000 00000000 |  0  00000000
  00189 | 0040007c | 00000000 0 0  0  0  0 | 00000000 0000001f | 10017fc4 00000000 |  0  00000000
  0018a | 00400080 | 220b0000 0 0 16  0 11 | 00000000 00000000 | 00000000 00000000 | 29  10017fc4
  0018b | 00400084 | 212c0000 0 0  9  0 12 | 00000007 00000000 | 00000000 00000000 |  0  00000000
  0018c | 00400088 | 20090000 0 0  0  0  9 | 000002d0 00000000 | 00000007 00000000 |  0  00000000
  0018d | 0040008c | 1180fff8 0 1 12  0  0 | 00000000 00000000 | 000002d0 00000000 | 11  00000007
  0018e | 00400090 | 00000000 0 0  0  0  0 | 000002d0 fffffff8 | 00000000 00000000 | 12  000002d0
  0018f | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 |  9  00000000
  00190 | 00400098 | 200e0001 0 0  0  0 14 | 000002d0 00000001 | 00000000 00000000 |  0  00000000
  00191 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00192 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00193 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00194 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000002d0 | 00000000 00000001 |  0  00000000
  00195 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000168 000002d0 |  0  00000000
  00196 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000007 | 00000000 00000000 | 12  00000168
  00197 | 00400090 | 00000000 0 0  0  0  0 | 00000168 fffffff8 | 0000000e 00000007 |  0  00000000
  00198 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  0000000e
  00199 | 00400098 | 200e0001 0 0  0  0 14 | 00000168 00000001 | 00000000 00000000 |  0  00000000
  0019a | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0019b | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0019c | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0019d | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000168 | 00000000 00000001 |  0  00000000
  0019e | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000000b4 00000168 |  0  00000000
  0019f | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000000e | 00000000 00000000 | 12  000000b4
  001a0 | 00400090 | 00000000 0 0  0  0  0 | 000000b4 fffffff8 | 0000001c 0000000e |  0  00000000
  001a1 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  0000001c
  001a2 | 00400098 | 200e0001 0 0  0  0 14 | 000000b4 00000001 | 00000000 00000000 |  0  00000000
  001a3 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  001a4 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  001a5 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  001a6 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000000b4 | 00000000 00000001 |  0  00000000
  001a7 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000005a 000000b4 |  0  00000000
  001a8 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000001c | 00000000 00000000 | 12  0000005a
  001a9 | 00400090 | 00000000 0 0  0  0  0 | 0000005a fffffff8 | 00000038 0000001c |  0  00000000
  001aa | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000038
  001ab | 00400098 | 200e0001 0 0  0  0 14 | 0000005a 00000001 | 00000000 00000000 |  0  00000000
  001ac | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  001ad | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  001ae | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  001af | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000005a | 00000000 00000001 |  0  00000000
  001b0 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000002d 0000005a |  0  00000000
  001b1 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000038 | 00000000 00000000 | 12  0000002d
  001b2 | 00400090 | 00000000 0 0  0  0  0 | 0000002d fffffff8 | 00000070 00000038 |  0  00000000
  001b3 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000070
  001b4 | 00400098 | 200e0001 0 0  0  0 14 | 0000002d 00000001 | 00000000 00000000 |  0  00000000
  001b5 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  001b6 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  001b7 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  001b8 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000002d | 00000000 00000001 |  0  00000000
  001b9 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000070 | 00000016 0000002d |  0  00000000
  001ba | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000070 00000070 | 12  00000016
  001bb | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000070 | 00000000 00000000 |  9  00000070
  001bc | 00400090 | 00000000 0 0  0  0  0 | 00000016 fffffff8 | 000000e0 00000070 |  0  00000000
  001bd | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000000e0
  001be | 00400098 | 200e0001 0 0  0  0 14 | 00000016 00000001 | 00000000 00000000 |  0  00000000
  001bf | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  001c0 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  001c1 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  001c2 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000016 | 00000000 00000001 |  0  00000000
  001c3 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000000b 00000016 |  0  00000000
  001c4 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000000e0 | 00000000 00000000 | 12  0000000b
  001c5 | 00400090 | 00000000 0 0  0  0  0 | 0000000b fffffff8 | 000001c0 000000e0 |  0  00000000
  001c6 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000001c0
  001c7 | 00400098 | 200e0001 0 0  0  0 14 | 0000000b 00000001 | 00000000 00000000 |  0  00000000
  001c8 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  001c9 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  001ca | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  001cb | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000000b | 00000000 00000001 |  0  00000000
  001cc | 004000a8 | 08100022 0 0  0  0  0 | 00000070 000001c0 | 00000005 0000000b |  0  00000000
  001cd | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000230 000001c0 | 12  00000005
  001ce | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000001c0 | 00000000 00000000 |  9  00000230
  001cf | 00400090 | 00000000 0 0  0  0  0 | 00000005 fffffff8 | 00000380 000001c0 |  0  00000000
  001d0 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000380
  001d1 | 00400098 | 200e0001 0 0  0  0 14 | 00000005 00000001 | 00000000 00000000 |  0  00000000
  001d2 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  001d3 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  001d4 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  001d5 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000005 | 00000000 00000001 |  0  00000000
  001d6 | 004000a8 | 08100022 0 0  0  0  0 | 00000230 00000380 | 00000002 00000005 |  0  00000000
  001d7 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000005b0 00000380 | 12  00000002
  001d8 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000380 | 00000000 00000000 |  9  000005b0
  001d9 | 00400090 | 00000000 0 0  0  0  0 | 00000002 fffffff8 | 00000700 00000380 |  0  00000000
  001da | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000700
  001db | 00400098 | 200e0001 0 0  0  0 14 | 00000002 00000001 | 00000000 00000000 |  0  00000000
  001dc | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  001dd | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  001de | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  001df | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000002 | 00000000 00000001 |  0  00000000
  001e0 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000001 00000002 |  0  00000000
  001e1 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000700 | 00000000 00000000 | 12  00000001
  001e2 | 00400090 | 00000000 0 0  0  0  0 | 00000001 fffffff8 | 00000e00 00000700 |  0  00000000
  001e3 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000e00
  001e4 | 00400098 | 200e0001 0 0  0  0 14 | 00000001 00000001 | 00000000 00000000 |  0  00000000
  001e5 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  001e6 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  001e7 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  001e8 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000001 | 00000000 00000001 |  0  00000000
  001e9 | 004000a8 | 08100022 0 0  0  0  0 | 000005b0 00000e00 | 00000000 00000001 |  0  00000000
  001ea | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000013b0 00000e00 | 12  00000000
  001eb | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000e00 | 00000000 00000000 |  9  000013b0
  001ec | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 00001c00 00000e00 |  0  00000000
  001ed | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  00001c00
  001ee | 00400074 | 8fb00000 0 0 29  0 16 | 10017fc4 00000004 | 00000000 00000000 |  0  00000000
  001ef | 00400078 | 03e00008 1 0 31  0  0 | 10017fc4 00000000 | 10017fc8 00000000 |  0  00000000
  001f0 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017fc4 00000000 | 31  00400064
  001f1 | 00400064 | 23bd0008 0 0 29  0 29 | 00400064 00000000 | 00000000 00000000 | 16  00000008
  001f2 | 00400068 | 0810001f 0 0  0  0  0 | 10017fc4 00000008 | 00000000 00000000 |  0  00000000
  001f3 | 0040007c | 00000000 0 0  0  0  0 | 00000000 0000001f | 10017fcc 00000000 |  0  00000000
  001f4 | 00400080 | 220b0000 0 0 16  0 11 | 00000000 00000000 | 00000000 00000000 | 29  10017fcc
  001f5 | 00400084 | 212c0000 0 0  9  0 12 | 00000008 00000000 | 00000000 00000000 |  0  00000000
  001f6 | 00400088 | 20090000 0 0  0  0  9 | 000013b0 00000000 | 00000008 00000000 |  0  00000000
  001f7 | 0040008c | 1180fff8 0 1 12  0  0 | 00000000 00000000 | 000013b0 00000000 | 11  00000008
  001f8 | 00400090 | 00000000 0 0  0  0  0 | 000013b0 fffffff8 | 00000000 00000000 | 12  000013b0
  001f9 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 |  9  00000000
  001fa | 00400098 | 200e0001 0 0  0  0 14 | 000013b0 00000001 | 00000000 00000000 |  0  00000000
  001fb | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  001fc | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  001fd | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  001fe | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000013b0 | 00000000 00000001 |  0  00000000
  001ff | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000009d8 000013b0 |  0  00000000
  00200 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000008 | 00000000 00000000 | 12  000009d8
  00201 | 00400090 | 00000000 0 0  0  0  0 | 000009d8 fffffff8 | 00000010 00000008 |  0  00000000
  00202 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000010
  00203 | 00400098 | 200e0001 0 0  0  0 14 | 000009d8 00000001 | 00000000 00000000 |  0  00000000
  00204 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00205 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00206 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00207 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000009d8 | 00000000 00000001 |  0  00000000
  00208 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000004ec 000009d8 |  0  00000000
  00209 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000010 | 00000000 00000000 | 12  000004ec
  0020a | 00400090 | 00000000 0 0  0  0  0 | 000004ec fffffff8 | 00000020 00000010 |  0  00000000
  0020b | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000020
  0020c | 00400098 | 200e0001 0 0  0  0 14 | 000004ec 00000001 | 00000000 00000000 |  0  00000000
  0020d | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0020e | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0020f | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00210 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000004ec | 00000000 00000001 |  0  00000000
  00211 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000276 000004ec |  0  00000000
  00212 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000020 | 00000000 00000000 | 12  00000276
  00213 | 00400090 | 00000000 0 0  0  0  0 | 00000276 fffffff8 | 00000040 00000020 |  0  00000000
  00214 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000040
  00215 | 00400098 | 200e0001 0 0  0  0 14 | 00000276 00000001 | 00000000 00000000 |  0  00000000
  00216 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00217 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00218 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00219 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000276 | 00000000 00000001 |  0  00000000
  0021a | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000013b 00000276 |  0  00000000
  0021b | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000040 | 00000000 00000000 | 12  0000013b
  0021c | 00400090 | 00000000 0 0  0  0  0 | 0000013b fffffff8 | 00000080 00000040 |  0  00000000
  0021d | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000080
  0021e | 00400098 | 200e0001 0 0  0  0 14 | 0000013b 00000001 | 00000000 00000000 |  0  00000000
  0021f | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00220 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00221 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00222 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000013b | 00000000 00000001 |  0  00000000
  00223 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000080 | 0000009d 0000013b |  0  00000000
  00224 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000080 00000080 | 12  0000009d
  00225 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000080 | 00000000 00000000 |  9  00000080
  00226 | 00400090 | 00000000 0 0  0  0  0 | 0000009d fffffff8 | 00000100 00000080 |  0  00000000
  00227 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000100
  00228 | 00400098 | 200e0001 0 0  0  0 14 | 0000009d 00000001 | 00000000 00000000 |  0  00000000
  00229 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0022a | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0022b | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0022c | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000009d | 00000000 00000001 |  0  00000000
  0022d | 004000a8 | 08100022 0 0  0  0  0 | 00000080 00000100 | 0000004e 0000009d |  0  00000000
  0022e | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000180 00000100 | 12  0000004e
  0022f | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000100 | 00000000 00000000 |  9  00000180
  00230 | 00400090 | 00000000 0 0  0  0  0 | 0000004e fffffff8 | 00000200 00000100 |  0  00000000
  00231 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000200
  00232 | 00400098 | 200e0001 0 0  0  0 14 | 0000004e 00000001 | 00000000 00000000 |  0  00000000
  00233 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00234 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00235 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00236 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000004e | 00000000 00000001 |  0  00000000
  00237 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000027 0000004e |  0  00000000
  00238 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000200 | 00000000 00000000 | 12  00000027
  00239 | 00400090 | 00000000 0 0  0  0  0 | 00000027 fffffff8 | 00000400 00000200 |  0  00000000
  0023a | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000400
  0023b | 00400098 | 200e0001 0 0  0  0 14 | 00000027 00000001 | 00000000 00000000 |  0  00000000
  0023c | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0023d | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0023e | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0023f | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000027 | 00000000 00000001 |  0  00000000
